公司代號,公司名稱,市場
5548,安倉營造股份有限公司,上櫃(TPEx)
5601,臺聯貨櫃通運股份有限公司,上櫃(TPEx)
5603,陸海股份有限公司,上櫃(TPEx)
5604,中連誠企業股份有限公司,上櫃(TPEx)
5609,中菲行國際物流股份有限公司,上櫃(TPEx)
5701,劍湖山世界股份有限公司,上櫃(TPEx)
5703,亞都麗緻大飯店股份有限公司,上櫃(TPEx)
5704,知本老爺大酒店股份有限公司,上櫃(TPEx)
5864,致和證券股份有限公司,上櫃(TPEx)
5878,台名保險經紀人股份有限公司,上櫃(TPEx)
5902,德記洋行股份有限公司,上櫃(TPEx)
5903,全家便利商店股份有限公司,上櫃(TPEx)
5904,寶雅國際股份有限公司,上櫃(TPEx)
5905,南仁湖育樂股份有限公司,上櫃(TPEx)
6015,宏遠證券股份有限公司,上櫃(TPEx)
6016,康和綜合證券股份有限公司,上櫃(TPEx)
6020,大展證券股份有限公司,上櫃(TPEx)
6021,美好證券股份有限公司,上櫃(TPEx)
6023,元大期貨股份有限公司,上櫃(TPEx)
6026,福邦證券股份有限公司,上櫃(TPEx)
6101,寬魚國際股份有限公司,上櫃(TPEx)
6103,合邦電子股份有限公司,上櫃(TPEx)
6104,創惟科技股份有限公司,上櫃(TPEx)
6109,亞元科技股份有限公司,上櫃(TPEx)
6111,大宇資訊股份有限公司,上櫃(TPEx)
6113,亞矽科技股份有限公司,上櫃(TPEx)
6114,久威國際股份有限公司,上櫃(TPEx)
6118,建達國際股份有限公司,上櫃(TPEx)
6121,新普科技股份有限公司,上櫃(TPEx)
6122,擎邦國際科技工程股份有限公司,上櫃(TPEx)
6123,上奇科技股份有限公司,上櫃(TPEx)
6124,業強科技股份有限公司,上櫃(TPEx)
6125,廣運機械工程股份有限公司,上櫃(TPEx)
6126,信音企業股份有限公司,上櫃(TPEx)
6127,九豪精密陶瓷股份有限公司,上櫃(TPEx)
6129,普誠科技股份有限公司,上櫃(TPEx)
6130,上亞科技股份有限公司,上櫃(TPEx)
6134,萬旭電業股份有限公司,上櫃(TPEx)
6138,茂達電子股份有限公司,上櫃(TPEx)
6140,訊達電腦股份有限公司,上櫃(TPEx)
6143,振曜科技股份有限公司,上櫃(TPEx)
6144,得利影視股份有限公司,上櫃(TPEx)
6146,耕興股份有限公司,上櫃(TPEx)
6147,頎邦科技股份有限公司,上櫃(TPEx)
6148,驊宏資通股份有限公司,上櫃(TPEx)
6150,撼訊科技股份有限公司,上櫃(TPEx)
6151,晉倫科技股份有限公司,上櫃(TPEx)
6154,順發電腦股份有限公司,上櫃(TPEx)
6156,松上電子股份有限公司,上櫃(TPEx)
6158,禾昌興業股份有限公司,上櫃(TPEx)
6160,欣技資訊股份有限公司,上櫃(TPEx)
6161,捷波資訊股份有限公司,上櫃(TPEx)
6163,華電聯網股份有限公司,上櫃(TPEx)
6167,久正光電股份有限公司,上櫃(TPEx)
6169,昱泉國際股份有限公司,上櫃(TPEx)
6170,統振股份有限公司,上櫃(TPEx)
6171,大城地產股份有限公司,上櫃(TPEx)
6173,信昌電子陶瓷股份有限公司,上櫃(TPEx)
6174,安碁科技股份有限公司,上櫃(TPEx)
6175,立敦科技(股)有限公司,上櫃(TPEx)
6179,亞通利大能源股份有限公司,上櫃(TPEx)
6180,遊戲橘子數位科技股份有限公司,上櫃(TPEx)
6182,合晶科技股份有限公司,上櫃(TPEx)
6185,幃翔精密股份有限公司,上櫃(TPEx)
6186,新潤興業股份有限公司,上櫃(TPEx)
6187,萬潤科技股份有限公司,上櫃(TPEx)
6188,廣明光電股份有限公司,上櫃(TPEx)
6190,萬泰科技股份有限公司,上櫃(TPEx)
6194,育富電子股份有限公司,上櫃(TPEx)
6195,詩肯股份有限公司,上櫃(TPEx)
6198,瑞築建設股份有限公司,上櫃(TPEx)
6199,天品聯合企業股份有限公司,上櫃(TPEx)
6203,海韻電子工業股份有限公司,上櫃(TPEx)
6204,台灣艾華電子工業股份有限公司,上櫃(TPEx)
6207,雷科股份有限公司,上櫃(TPEx)
6208,日揚科技股份有限公司,上櫃(TPEx)
6210,慶生電子股份有限公司,上櫃(TPEx)
6212,理銘開發股份有限公司,上櫃(TPEx)
6217,中國探針股份有限公司,上櫃(TPEx)
6218,豪勉科技股份有限公司,上櫃(TPEx)
6219,富旺國際開發股份有限公司,上櫃(TPEx)
6220,岳豐科技股份有限公司,上櫃(TPEx)
6221,晉泰科技股份有限公司,上櫃(TPEx)
6222,立軒國際建設股份有限公司,上櫃(TPEx)
6223,旺矽科技股份有限公司,上櫃(TPEx)
6227,茂綸股份有限公司,上櫃(TPEx)
6228,全譜科技股份有限公司,上櫃(TPEx)
6229,研通科技股份有限公司,上櫃(TPEx)
6231,系微股份有限公司,上櫃(TPEx)
6233,旺玖科技股份有限公司,上櫃(TPEx)
6234,高僑自動化科技股份有限公司,上櫃(TPEx)
6236,中湛股份有限公司,上櫃(TPEx)
6237,驊訊電子企業股份有限公司,上櫃(TPEx)
6240,松崗國際興業股份有限公司,上櫃(TPEx)
6241,易通展科技股份有限公司(原享承),上櫃(TPEx)
6242,立康生醫事業股份有限公司,上櫃(TPEx)
6244,茂迪股份有限公司,上櫃(TPEx)
6245,立端科技股份有限公司,上櫃(TPEx)
6246,臺龍電子股份有限公司,上櫃(TPEx)
6248,沛波鋼鐵股份有限公司,上櫃(TPEx)
6259,百徽股份有限公司,上櫃(TPEx)
6261,久元電子股份有限公司,上櫃(TPEx)
6263,普萊德科技股份有限公司,上櫃(TPEx)
6264,富裔實業股份有限公司,上櫃(TPEx)
6265,方方土昶股份有限公司,上櫃(TPEx)
6266,泰詠電子股份有限公司,上櫃(TPEx)
6270,倍微科技股份有限公司,上櫃(TPEx)
6274,台燿科技股份有限公司,上櫃(TPEx)
6275,元山科技工業股份有限公司,上櫃(TPEx)
6276,安鈦克科技股份有限公司,上櫃(TPEx)
6279,胡連精密股份有限公司,上櫃(TPEx)
6284,佳邦科技股份有限公司,上櫃(TPEx)
6290,良維科技股份有限公司,上櫃(TPEx)
6291,沛亨半導體股份有限公司,上櫃(TPEx)
6292,迅德興業股份有限公司,上櫃(TPEx)
6294,智基科技開發股份有限公司,上櫃(TPEx)
6411,晶焱科技股份有限公司,上櫃(TPEx)
6417,韋僑科技股份有限公司,上櫃(TPEx)
6418,詠昇電子股份有限公司,上櫃(TPEx)
6419,京晨科技股份有限公司,上櫃(TPEx)
6425,易發精機股份有限公司,上櫃(TPEx)
6432,今展科技股份有限公司,上櫃(TPEx)
6435,大中積體電路股份有限公司,上櫃(TPEx)
6441,廣錠科技股份有限公司,上櫃(TPEx)
6461,益得生物科技股份有限公司,上櫃(TPEx)
6462,神盾股份有限公司,上櫃(TPEx)
6465,威潤科技股份有限公司,上櫃(TPEx)
6469,大樹醫藥股份有限公司,上櫃(TPEx)
6470,宇智網通股份有限公司,上櫃(TPEx)
6482,弘煜科技事業股份有限公司,上櫃(TPEx)
6485,點序科技股份有限公司,上櫃(TPEx)
6486,互動國際數位股份有限公司,上櫃(TPEx)
6488,環球晶圓股份有限公司,上櫃(TPEx)
6492,生華生物科技股份有限公司,上櫃(TPEx)
6494,九齊科技股份有限公司,上櫃(TPEx)
6496,科懋生物科技股份有限公司,上櫃(TPEx)
6498,久禾光電股份有限公司,上櫃(TPEx)
6499,益安生醫股份有限公司,上櫃(TPEx)
6506,雙邦實業股份有限公司,上櫃(TPEx)
6508,惠光股份有限公司,上櫃(TPEx)
6509,聚和國際股份有限公司,上櫃(TPEx)
6510,中華精測科技股份有限公司,上櫃(TPEx)
6512,啟發電子股份有限公司,上櫃(TPEx)
6516,勤崴國際科技股份有限公司,上櫃(TPEx)
6517,保勝光學股份有限公司,上櫃(TPEx)
6523,達爾膚生醫科技股份有限公司,上櫃(TPEx)
6527,明達醫學科技股份有限公司,上櫃(TPEx)
6530,創威光電股份有限公司,上櫃(TPEx)
6532,瑞耘科技股份有限公司,上櫃(TPEx)
6535,順天醫藥生技股份有限公司,上櫃(TPEx)
6538,倉和股份有限公司,上櫃(TPEx)
6542,隆中網絡股份有限公司,上櫃(TPEx)
6546,正基科技股份有限公司,上櫃(TPEx)
6547,高端疫苗生物製劑股份有限公司,上櫃(TPEx)
6548,長華科技股份有限公司,上櫃(TPEx)
6556,勝品電通股份有限公司,上櫃(TPEx)
6560,欣普羅光電股份有限公司,上櫃(TPEx)
6561,是方電訊股份有限公司,上櫃(TPEx)
6568,宏觀微電子股份有限公司,上櫃(TPEx)
6569,醫揚科技股份有限公司,上櫃(TPEx)
6570,維田科技股份有限公司,上櫃(TPEx)
6574,霈方國際股份有限公司,上櫃(TPEx)
6576,逸達生物科技股份有限公司,上櫃(TPEx)
6577,勁豐電子股份有限公司,上櫃(TPEx)
6578,達邦蛋白生技股份有限公司,上櫃(TPEx)
6584,南俊國際股份有限公司,上櫃(TPEx)
6588,東典光電科技股份有限公司,上櫃(TPEx)
6590,普鴻資訊股份有限公司,上櫃(TPEx)
6593,台灣銘板股份有限公司,上櫃(TPEx)
6596,寬宏藝術經紀股份有限公司,上櫃(TPEx)
6597,立誠光電股份有限公司,上櫃(TPEx)
6603,富強鑫精密工業股份有限公司,上櫃(TPEx)
6609,台灣瀧澤科技股份有限公司,上櫃(TPEx)
6612,應用奈米醫材科技股份有限公司,上櫃(TPEx)
6613,朋億股份有限公司,上櫃(TPEx)
6615,慧智基因股份有限公司,上櫃(TPEx)
6616,特昇國際股份有限公司,上櫃(TPEx)
6617,共信醫藥科技控股股份有限公司,上櫃(TPEx)
6624,萬年清環境工程股份有限公司,上櫃(TPEx)
6629,泰金投資控股股份有限公司,上櫃(TPEx)
6637,醫影股份有限公司,上櫃(TPEx)
6640,均華精密工業股份有限公司,上櫃(TPEx)
6642,富致科技股份有限公司,上櫃(TPEx)
6643,&#20870;星科技股份有限公司,上櫃(TPEx)
6649,台灣生醫材料股份有限公司,上櫃(TPEx)
6651,全宇昕科技股份有限公司,上櫃(TPEx)
6654,天正國際精密機械股份有限公司,上櫃(TPEx)
6661,威健股份有限公司,上櫃(TPEx)
6662,樂斯科生物科技股份有限公司,上櫃(TPEx)
6664,群翊工業股份有限公司,上櫃(TPEx)
6667,信紘科技股份有限公司,上櫃(TPEx)
6679,鈺太科技股份有限公司,上櫃(TPEx)
6680,鑫創電子股份有限公司,上櫃(TPEx)
6683,雍智科技股份有限公司,上櫃(TPEx)
6684,安格科技股份有限公司,上櫃(TPEx)
6690,安碁資訊股份有限公司,上櫃(TPEx)
6692,進金生能源服務股份有限公司,上櫃(TPEx)
6693,廣閎科技股份有限公司,上櫃(TPEx)
6697,東捷資訊服務股份有限公司,上櫃(TPEx)
6703,軒郁國際股份有限公司,上櫃(TPEx)
6708,天擎積體電路股份有限公司,上櫃(TPEx)
6712,長聖國際生技股份有限公司,上櫃(TPEx)
6716,應廣科技股份有限公司,上櫃(TPEx)
6720,久昌科技股份有限公司,上櫃(TPEx)
6721,信實保全股份有限公司,上櫃(TPEx)
6727,亞泰金屬工業股份有限公司,上櫃(TPEx)
6728,上洋產業股份有限公司,上櫃(TPEx)
6732,昇佳電子股份有限公司,上櫃(TPEx)
6733,博晟生醫股份有限公司,上櫃(TPEx)
6735,美達科技股份有限公司,上櫃(TPEx)
6739,竹陞科技股份有限公司,上櫃(TPEx)
6741,"91APP, Inc.",上櫃(TPEx)
6747,亨泰光學股份有限公司,上櫃(TPEx)
6751,智聯服務股份有限公司,上櫃(TPEx)
6752,叡揚資訊股份有限公司,上櫃(TPEx)
6761,穩得實業股份有限公司,上櫃(TPEx)
6762,達亞國際股份有限公司,上櫃(TPEx)
6763,綠界科技股份有限公司,上櫃(TPEx)
6767,台灣微創醫療器材股份有限公司,上櫃(TPEx)
6785,昱展新藥生技股份有限公司,上櫃(TPEx)
6788,華景電通股份有限公司,上櫃(TPEx)
6791,虎門科技股份有限公司,上櫃(TPEx)
6803,崑鼎綠能環保股份有限公司,上櫃(TPEx)
6804,明係事業股份有限公司,上櫃(TPEx)
6811,宏碁資訊服務股份有限公司,上櫃(TPEx)
6821,聯寶電子股份有限公司,上櫃(TPEx)
6823,濾能股份有限公司,上櫃(TPEx)
6829,千附精密股份有限公司,上櫃(TPEx)
6840,東研信超股份有限公司,上櫃(TPEx)
6841,長佳智能股份有限公司,上櫃(TPEx)
6843,進典工業股份有限公司,上櫃(TPEx)
6844,諾貝兒寶貝股份有限公司,上櫃(TPEx)
6846,綠茵生技股份有限公司,上櫃(TPEx)
6855,數泓科技股份有限公司,上櫃(TPEx)
6856,鑫傳國際多媒體科技股份有限公司,上櫃(TPEx)
6859,伯特光電股份有限公司,上櫃(TPEx)
6865,偉康科技股份有限公司,上櫃(TPEx)
6870,騰雲科技服務股份有限公司,上櫃(TPEx)
6872,浩宇生醫股份有限公司,上櫃(TPEx)
6874,倍力資訊股份有限公司,上櫃(TPEx)
6875,國邑藥品科技股份有限公司,上櫃(TPEx)
6877,鏵友益科技股份有限公司,上櫃(TPEx)
6881,潤德室內裝修設計工程(股)公司,上櫃(TPEx)
6894,衛司特科技股份有限公司,上櫃(TPEx)
6895,宏碩系統股份有限公司,上櫃(TPEx)
6899,創為精密材料股份有限公司,上櫃(TPEx)
6903,巨漢系統科技股份有限公司,上櫃(TPEx)
6904,伯鑫工具股份有限公司,上櫃(TPEx)
6913,鴻呈實業股份有限公司,上櫃(TPEx)
6922,宸曜科技股份有限公司,上櫃(TPEx)
6925,意藍資訊股份有限公司,上櫃(TPEx)
6929,佑全藥品股份有限公司,上櫃(TPEx)
6953,家碩科技股份有限公司,上櫃(TPEx)
6967,汎瑋材料科技股份有限公司,上櫃(TPEx)
6968,萬達寵物事業股份有限公司,上櫃(TPEx)
6971,惠民實業股份有限公司,上櫃(TPEx)
6982,大井泵浦工業股份有限公司,上櫃(TPEx)
6996,力領科技股份有限公司,上櫃(TPEx)
6997,博弘雲端科技股份有限公司,上櫃(TPEx)
7402,邑錡股份有限公司,上櫃(TPEx)
7547,碩網資訊股份有限公司,上櫃(TPEx)
7556,意德士科技股份有限公司,上櫃(TPEx)
7584,樂意傳播股份有限公司,上櫃(TPEx)
7642,昶瑞機電股份有限公司,上櫃(TPEx)
7703,銳澤實業股份有限公司,上櫃(TPEx)
7704,明遠精密科技股份有限公司,上櫃(TPEx)
7708,全家國際餐飲股份有限公司,上櫃(TPEx)
7709,榮田精機股份有限公司,上櫃(TPEx)
7712,博盛半導體股份有限公司,上櫃(TPEx)
7713,威力德生醫股份有限公司,上櫃(TPEx)
7714,創泓科技股份有限公司,上櫃(TPEx)
7715,裕山環境工程股份有限公司,上櫃(TPEx)
7716,昱臺國際股份有限公司,上櫃(TPEx)
7718,友鋮股份有限公司,上櫃(TPEx)
7723,築間餐飲事業股份有限公司,上櫃(TPEx)
7728,光焱科技股份有限公司,上櫃(TPEx)
7734,印能科技股份有限公司,上櫃(TPEx)
7738,東聯互動股份有限公司,上櫃(TPEx)
7743,金利食安科技股份有限公司,上櫃(TPEx)
7747,昕奇雲端科技股份有限公司,上櫃(TPEx)
7751,竑騰科技股份有限公司,上櫃(TPEx)
7753,星亞視覺股份有限公司,上櫃(TPEx)
7757,金色三麥餐飲股份有限公司,上櫃(TPEx)
7782,光速火箭股份有限公司,上櫃(TPEx)
8024,佑華微電子股份有限公司,上櫃(TPEx)
8027,鈦昇科技股份有限公司,上櫃(TPEx)
8032,光菱電子股份有限公司,上櫃(TPEx)
8034,榮群電訊股份有限公司,上櫃(TPEx)
8038,長園科技實業股份有限公司,上櫃(TPEx)
8040,九暘電子股份有限公司,上櫃(TPEx)
8042,臺灣金山電子工業股份有限公司,上櫃(TPEx)
8043,蜜望實企業股份有限公司,上櫃(TPEx)
8044,網路家庭國際資訊股份有限公司,上櫃(TPEx)
8047,星雲電腦股份有限公司,上櫃(TPEx)
8048,德勝科技股份有限公司,上櫃(TPEx)
8049,晶采光電科技股份有限公司,上櫃(TPEx)
8050,廣積科技股份有限公司,上櫃(TPEx)
8054,安國國際科技股份有限公司,上櫃(TPEx)
8059,凱碩科技股份有限公司,上櫃(TPEx)
8064,東捷科技股份有限公司,上櫃(TPEx)
8066,來思達國際企業股份有限公司,上櫃(TPEx)
8067,志旭國際股份有限公司,上櫃(TPEx)
8068,全達國際股份有限公司,上櫃(TPEx)
8069,元太科技工業股份有限公司,上櫃(TPEx)
8071,能率網通股份有限公司,上櫃(TPEx)
8074,鉅橡企業股份有限公司,上櫃(TPEx)
8076,伍豐科技股份有限公司,上櫃(TPEx)
8077,洛碁實業股份有限公司,上櫃(TPEx)
8080,泰霖事業股份有限公司,上櫃(TPEx)
8083,瑞穎股份有限公司,上櫃(TPEx)
8084,巨虹電子股份有限公司,上櫃(TPEx)
8085,福華電子股份有限公司,上櫃(TPEx)
8086,宏捷科技股份有限公司,上櫃(TPEx)
8087,麗升能源科技股份有限公司,上櫃(TPEx)
8088,品安科技股份有限公司,上櫃(TPEx)
8089,康全電訊股份有限公司,上櫃(TPEx)
8091,翔名科技股份有限公司,上櫃(TPEx)
8092,建暐精密科技股份有限公司,上櫃(TPEx)
8093,保銳科技股份有限公司,上櫃(TPEx)
8096,擎亞電子股份有限公司,上櫃(TPEx)
8097,常珵科技股份有限公司,上櫃(TPEx)
8099,大同世界科技股份有限公司,上櫃(TPEx)
8107,大億金茂股份有限公司,上櫃(TPEx)
8109,博大科技股份有限公司,上櫃(TPEx)
8111,立碁電子工業股份有限公司,上櫃(TPEx)
8121,越峰電子材料股份有限公司,上櫃(TPEx)
8147,正淩精密工業股份有限公司,上櫃(TPEx)
8155,博智電子股份有限公司,上櫃(TPEx)
8171,天宇工業股份有限公司,上櫃(TPEx)
8176,智捷科技股份有限公司,上櫃(TPEx)
8182,加高電子股份有限公司,上櫃(TPEx)
8183,台灣精星科技股份有限公司,上櫃(TPEx)
8227,巨有科技股份有限公司,上櫃(TPEx)
8234,新漢股份有限公司,上櫃(TPEx)
8240,華宏新技股份有限公司,上櫃(TPEx)
8255,朋程科技股份有限公司,上櫃(TPEx)
8272,全景軟體股份有限公司,上櫃(TPEx)
8277,商丞科技股份有限公司,上櫃(TPEx)
8279,生展生物科技股份有限公司,上櫃(TPEx)
8284,三竹資訊股份有限公司,上櫃(TPEx)
8289,泰藝電子股份有限公司,上櫃(TPEx)
8291,尚茂電子材料股份有限公司,上櫃(TPEx)
8299,群聯電子股份有限公司,上櫃(TPEx)
8342,益張實業股份有限公司,上櫃(TPEx)
8349,恒耀國際股份有限公司,上櫃(TPEx)
8354,冠好科技股份有限公司,上櫃(TPEx)
8358,金居開發股份有限公司,上櫃(TPEx)
8383,千附實業股份有限公司,上櫃(TPEx)
8390,金益鼎企業股份有限公司,上櫃(TPEx)
8401,白紗科技印刷股份有限公司,上櫃(TPEx)
8403,盛弘醫藥股份有限公司,上櫃(TPEx)
8409,商之器科技股份有限公司,上櫃(TPEx)
8410,森田印刷廠股份有限公司,上櫃(TPEx)
8415,大成國際鋼鐵股份有限公司,上櫃(TPEx)
8416,實威國際股份有限公司,上櫃(TPEx)
8421,旭源包裝科技股份有限公司,上櫃(TPEx)
8423,保綠資源股份有限公司,上櫃(TPEx)
8424,惠普股份有限公司,上櫃(TPEx)
8426,紅木集團有限公司,上櫃(TPEx)
8431,匯鑽科技股份有限公司,上櫃(TPEx)
8432,東生華製藥股份有限公司,上櫃(TPEx)
8433,弘帆股份有限公司,上櫃(TPEx)
8435,台灣鉅邁股份有限公司,上櫃(TPEx)
8436,大江生醫股份有限公司,上櫃(TPEx)
8437,大地幼教股份有限公司,上櫃(TPEx)
8440,綠電再生股份有限公司,上櫃(TPEx)
8444,綠河股份有限公司,上櫃(TPEx)
8446,華研國際音樂股份有限公司,上櫃(TPEx)
8450,霹靂國際多媒體股份有限公司,上櫃(TPEx)
8455,蓋曼群島商日本大拓股份有限公司,上櫃(TPEx)
8472,夠麻吉股份有限公司,上櫃(TPEx)
8477,創業家數位股份有限公司,上櫃(TPEx)
8489,三貝德數位文創股份有限公司,上櫃(TPEx)
8905,裕國冷凍冷藏股份有限公司,上櫃(TPEx)
8906,花王企業股份有限公司,上櫃(TPEx)
8908,欣雄天然氣股份有限公司,上櫃(TPEx)
8916,光隆實業股份有限公司,上櫃(TPEx)
8917,欣泰石油氣股份有限公司,上櫃(TPEx)
8921,沈氏藝術印刷股份有限公司,上櫃(TPEx)
8923,時報文化出版企業股份有限公司,上櫃(TPEx)
8924,大田精密工業股份有限公司,上櫃(TPEx)
8927,北基國際股份有限公司,上櫃(TPEx)
8928,鉅明股份有限公司,上櫃(TPEx)
8929,富堡工業股份有限公司,上櫃(TPEx)
8930,青鋼應用材料股份有限公司,上櫃(TPEx)
8931,大園汽電共生股份有限公司,上櫃(TPEx)
8932,智通科創股份有限公司,上櫃(TPEx)
8933,愛地雅工業股份有限公司,上櫃(TPEx)
8935,邦泰複合材料股份有限公司,上櫃(TPEx)
8936,國統國際股份有限公司,上櫃(TPEx)
8937,合騏工業股份有限公司,上櫃(TPEx)
8938,明安國際企業股份有限公司,上櫃(TPEx)
8941,關中股份有限公司,上櫃(TPEx)
8942,森鉅科技材料股份有限公司,上櫃(TPEx)
9949,琉園股份有限公司,上櫃(TPEx)
9950,萬國通路股份有限公司,上櫃(TPEx)
9951,皇田工業股份有限公司,上櫃(TPEx)
9960,邁達康網路事業股份有限公司,上櫃(TPEx)
9962,有益鋼鐵股份有限公司,上櫃(TPEx)
